HGNC ID	Gene name	UniProt Acc	Canonical Protein Isoform 	Ensembl Transcript	Protein Class	CCDS	Protein Name
HGNC:9255	PPIB	P23284	P23284	ENST00000300026	Isomerase	CCDS10191.1	Peptidyl-prolyl cis-trans isomerase B
HGNC:9280	PPOX	P50336	P50336	ENST00000367999	"Nucleic acid-binding protein, Oxidoreductase, Transferase"	CCDS1221.1	Protoporphyrinogen oxidase
HGNC:14951	PPP1R15B	Q5SWA1	Q5SWA1	ENST00000367188	Phosphatase	CCDS1445.1	Protein phosphatase 1 regulatory subunit 15B
HGNC:9302	PPP2R1A	P30153	P30153	ENST00000322088	"Phosphatase, Hydrolase"	CCDS12849.1	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
HGNC:9314	PPP3CA	Q08209	Q08209-1	ENST00000394854	"Phosphatase, Hydrolase"	CCDS34037.1	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
HGNC:9325	PPT1	P50897	P50897-1	ENST00000433473	Hydrolase	CCDS447.1	Palmitoyl-protein thioesterase 1
HGNC:9330	PQBP1	O60828	O60828-1	ENST00000218224	"Enzyme modulator, Transcription factor"	CCDS14309.1	Polyglutamine-binding protein 1
HGNC:13997	PRDM12	Q9H4Q4	Q9H4Q4	ENST00000253008	"Transcription factor, Nucleic acid-binding protein, Transferase"	CCDS6934.1	PR domain zinc finger protein 12
HGNC:26575	PRIMPOL	Q96LW4	Q96LW4-1	ENST00000314970	"Nucleic acid-binding protein, Transferase"	CCDS3837.1	DNA-directed primase/polymerase protein
HGNC:9380	PRKACA	P17612	P17612-1	ENST00000308677	"Kinase, Nucleic acid-binding protein, Transferase"	CCDS12304.1	cAMP-dependent protein kinase catalytic subunit alpha
HGNC:9388	PRKAR1A	P10644	P10644-1	ENST00000589228	Kinase	CCDS11678.1	cAMP-dependent protein kinase type I-alpha regulatory subunit
HGNC:9390	PRKAR1B	P31321	P31321	ENST00000406797	"Enzyme modulator, Kinase, Nucleic acid-binding protein"	CCDS34579.1	cAMP-dependent protein kinase type I-beta regulatory subunit
HGNC:9393	PRKCA	P17252	P17252	ENST00000413366	"Kinase, Calcium-binding protein, Transfer/Carrier protein, Transferase"	CCDS11664.1	Protein kinase C alpha type
HGNC:9402	PRKCG	P05129	P05129-1	ENST00000263431	"Kinase, Calcium-binding protein, Transfer/Carrier protein, Transferase"	CCDS12867.1	Protein kinase C gamma type
HGNC:9413	PRKDC	P78527	P78527-1	ENST00000314191	"Kinase, Nucleic acid-binding protein, Transferase"	CCDS75735.1	DNA-dependent protein kinase catalytic subunit
HGNC:9414	PRKG1	Q13976	Q13976-1	"ENST00000373985,ENST00000401604ENST00000401604"	Kinase	CCDS44399.1	cGMP-dependent protein kinase 1
HGNC:8607	PRKN	O60260	O60260-1	ENST00000366898	Ligase	CCDS5281.1	E3 ubiquitin-protein ligase parkin
HGNC:9438	PRKRA	O75569	O75569-1	ENST00000325748	"Enzyme modulator, Nucleic acid-binding protein"	CCDS2279.1	Interferon-inducible double-stranded RNA-dependent protein kinase activator A
HGNC:9446	PRLR	P16471	P16471-1	ENST00000382002	"Signaling molecule, Defense/Immunity protein"	CCDS3909.1	Prolactin receptor
HGNC:9449	PRNP	P04156	P04156-1	ENST00000379440	"Cytoskeletal protein, Extracellular matrix protein"	CCDS13080.1	Major prion protein
HGNC:9451	PROC	P04070	P04070-1	ENST00000234071	"Protease, Hydrolase"	CCDS2145.1	Vitamin K-dependent protein C
HGNC:9452	PROCR	Q9UNN8	Q9UNN8	ENST00000216968	"Receptor, Enzyme modulator"	CCDS13248.1	Endothelial protein C receptor
HGNC:9456	PROS1	P07225	P07225	ENST00000394236	"Enzyme modulator, Membrane traffic protein"	CCDS2923.1	Vitamin K-dependent protein S
HGNC:9460	PROZ	P22891	P22891-1	ENST00000375547	"Protease, Hydrolase"	CCDS9531.1	Vitamin K-dependent protein Z
HGNC:17348	PRPF3	O43395	O43395-1	ENST00000324862	Nucleic acid-binding protein	CCDS951.1	U4/U6 small nuclear ribonucleoprotein Prp3
HGNC:15446	PRPF31	Q8WWY3	Q8WWY3-1	ENST00000321030	Nucleic acid-binding protein	CCDS12879.1	U4/U6 small nuclear ribonucleoprotein Prp31
HGNC:17349	PRPF4	O43172	O43172-1	ENST00000374198	Nucleic acid-binding protein	CCDS6791.1	U4/U6 small nuclear ribonucleoprotein Prp4
HGNC:15860	PRPF6	O94906	O94906-1	ENST00000266079	Nucleic acid-binding protein	CCDS13550.1	Pre-mRNA-processing factor 6
HGNC:17340	PRPF8	Q6P2Q9	Q6P2Q9	ENST00000572621	Nucleic acid-binding protein	CCDS11010.1	Pre-mRNA-processing-splicing factor 8
HGNC:9462	PRPS1	P60891	P60891-1	ENST00000372435	"Kinase, Transferase, Ligase"	CCDS14529.1	Ribose-phosphate pyrophosphokinase 1
HGNC:9475	PRSS1	P07477	P07477	ENST00000311737	"Protease, Hydrolase"	CCDS5872.1	Trypsin-1
HGNC:9498	PSAP	P07602	P07602-1	ENST00000394936	Enzyme modulator	CCDS7311.1	Prosaposin
HGNC:19129	PSAT1	Q9Y617	Q9Y617-1	ENST00000376588	Transferase	CCDS6660.1	Phosphoserine aminotransferase
HGNC:9508	PSEN1	P49768	P49768-1	ENST00000324501	"Signaling molecule, Protease, Calcium-binding protein, Hydrolase"	CCDS9812.1	Presenilin-1
HGNC:30100	PSENEN	Q9NZ42	Q9NZ42	ENST00000587708	"Receptor, Signaling molecule"	CCDS12474.1	Gamma-secretase subunit PEN-2
HGNC:9545	PSMB8	P28062	P28062-1	ENST00000374882	"Protease, Hydrolase"	CCDS4757.1	Proteasome subunit beta type-8
HGNC:9577	PSPH	P78330	P78330	ENST00000395471	"Phosphatase, Hydrolase"	CCDS5522.1	Phosphoserine phosphatase
HGNC:9580	PSTPIP1	O43586	O43586-1	ENST00000558012	"Signaling molecule, Enzyme modulator, Defense/Immunity protein"	CCDS45312.1	Proline-serine-threonine phosphatase-interacting protein 1
HGNC:9588	PTEN	P60484	P60484-1	ENST00000371953	"Phosphatase, Hydrolase"	CCDS31238.1	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
HGNC:9603	PTGIS	Q16647	Q16647	ENST00000244043	Isomerase	CCDS13419.1	Prostacyclin synthase
HGNC:9606	PTH	P01270	P01270	ENST00000282091	"Receptor, Signaling molecule"	CCDS7812.1	Parathyroid hormone
HGNC:9608	PTH1R	Q03431	Q03431	ENST00000313049	Receptor	CCDS2747.1	Parathyroid hormone/parathyroid hormone-related peptide receptor
HGNC:9607	PTHLH	P12272	P12272-1	ENST00000395872	"Signaling molecule, Lyase"	CCDS44853.1	Parathyroid hormone-related protein
HGNC:9645	PTPN12	Q05209	Q05209-1	ENST00000248594	"Phosphatase, Hydrolase"	CCDS5592.1	Tyrosine-protein phosphatase non-receptor type 12
HGNC:9670	PTPRF	P10586	P10586-1	ENST00000359947	"Receptor, Phosphatase, Hydrolase"	CCDS489.2	Receptor-type tyrosine-protein phosphatase F
HGNC:24265	PTRH2	Q9Y3E5	Q9Y3E5	ENST00000470557	Hydrolase	CCDS11618.1	"Peptidyl-tRNA hydrolase 2, mitochondrial"
HGNC:9689	PTS	Q03393	Q03393	ENST00000280362	Lyase	CCDS8359.1	6-pyruvoyl tetrahydrobiopterin synthase
HGNC:17042	PUF60	Q9UHX1	Q9UHX1-1	ENST00000526683	Transcription factor	CCDS47934.1	Poly(U)-binding-splicing factor PUF60
HGNC:15508	PUS1	Q9Y606	Q9Y606-1	ENST00000376649	Lyase	CCDS9275.2	tRNA pseudouridine synthase A
HGNC:9721	PYCR1	P32322	P32322-1	ENST00000329875	"Enzyme modulator, Oxidoreductase"	CCDS11795.1	"Pyrroline-5-carboxylate reductase 1, mitochondrial"
HGNC:9725	PYGL	P06737	P06737-1	ENST00000216392	Transferase	CCDS32080.1	"Glycogen phosphorylase, liver form"
HGNC:9726	PYGM	P11217	P11217-1	ENST00000164139	Transferase	CCDS8079.1	"Glycogen phosphorylase, muscle form"
HGNC:9751	QARS	P47897	P47897-1	ENST00000306125	Ligase	CCDS2788.1	Glutamine--tRNA ligase
HGNC:9752	QDPR	P09417	P09417-1	ENST00000281243	Oxidoreductase	CCDS3421.1	Dihydropteridine reductase
HGNC:9759	RAB10	P61026	P61026	ENST00000264710	"Enzyme modulator, Hydrolase"	CCDS1720.1	Ras-related protein Rab-10
HGNC:14244	RAB18	Q9NP72	Q9NP72-1	ENST00000356940	"Hydrolase, Enzyme modulator, Transporter"	CCDS7155.1	Ras-related protein Rab-18
HGNC:9788	RAB7A	P51149	P51149	ENST00000265062	Hydrolase	CCDS3052.1	Ras-related protein Rab-7a
HGNC:9802	RAC2	P15153	P15153	ENST00000249071	Enzyme modulator	CCDS13945.1	Ras-related C3 botulinum toxin substrate 2
HGNC:9811	RAD21	O60216	O60216	ENST00000297338	Nucleic acid-binding protein	CCDS6321.1	Double-strand-break repair protein rad21 homolog
HGNC:9817	RAD51	Q06609	Q06609-1	ENST00000267868	Nucleic acid-binding protein	CCDS10062.1	DNA repair protein RAD51 homolog 1
HGNC:9823	RAD51D	O75771	O75771-1	"ENST00000345365,ENST00000394589"	Nucleic acid-binding protein	CCDS11287.1	DNA repair protein RAD51 homolog 4
HGNC:9829	RAF1	P04049	P04049-1	ENST00000251849	"Kinase, Transferase"	CCDS2612.1	RAF proto-oncogene serine/threonine-protein kinase
HGNC:9870	RARS	P54136	P54136-1	ENST00000231572	Ligase	CCDS4367.1	"Arginine--tRNA ligase, cytoplasmic"
HGNC:9871	RASA1	P20936	P20936-1	ENST00000274376	Enzyme modulator	CCDS34200.1	Ras GTPase-activating protein 1
HGNC:9884	RB1	P06400	P06400	ENST00000267163	"Transcription factor, Nucleic acid-binding protein"	CCDS31973.1	Retinoblastoma-associated protein
HGNC:9896	RBM10	P98175	P98175-1	ENST00000377604	Nucleic acid-binding protein	CCDS14274.1	RNA-binding protein 10
HGNC:9904	RBM7	Q9Y580	Q9Y580	ENST00000540163	Nucleic acid-binding protein	CCDS8370.1	RNA-binding protein 7
HGNC:9922	RBP4	P02753	P02753	ENST00000371467	Transfer/Carrier protein	CCDS31249.1	Retinol-binding protein 4
HGNC:5724	RBPJ	Q06330	Q06330-1	ENST00000342295	"Transcription factor, Nucleic acid-binding protein"	CCDS3437.1	Recombining binding protein suppressor of hairless
HGNC:9948	RECQL	P46063	P46063	ENST00000444129	Nucleic acid-binding protein	CCDS31756.1	ATP-dependent DNA helicase Q1
HGNC:9955	RELA	Q04206	Q04206-1	ENST00000406246	"Transcription factor, Nucleic acid-binding protein"	CCDS31609.1	Transcription factor p65
HGNC:9958	REN	P00797	P00797-1	ENST00000272190	"Protease, Hydrolase"	CCDS30981.1	Renin
HGNC:9967	RET	P07949	P07949-1	ENST00000355710	"Kinase, Transferase"	CCDS7200.1	Proto-oncogene tyrosine-protein kinase receptor Ret
HGNC:9987	RFXANK	O14593	O14593-1	ENST00000303088	Transcription factor	CCDS12395.1	DNA-binding protein RFXANK
HGNC:9998	RGS2	P41220	P41220-1	ENST00000235382	Enzyme modulator	CCDS1377.1	Regulator of G-protein signaling 2
HGNC:10011	RHEB	Q15382	Q15382	ENST00000262187	Enzyme modulator	CCDS5927.1	GTP-binding protein Rheb
HGNC:10012	RHO	P08100	P08100	ENST00000296271	Receptor	CCDS3063.1	Rhodopsin
HGNC:667	RHOA	P61586	P61586	ENST00000418115	Enzyme modulator	CCDS2795.1	Transforming protein RhoA
HGNC:10023	RIT1	Q92963	Q92963-1	ENST00000368323	Enzyme modulator	CCDS1123.1	GTP-binding protein Rit1
HGNC:10024	RLBP1	P12271	P12271	ENST00000268125	Transfer/Carrier protein	CCDS32324.1	Retinaldehyde-binding protein 1
HGNC:18466	RNASEH1	O60930	O60930	ENST00000315212	"Nucleic acid-binding protein, Hydrolase"	CCDS1647.1	Ribonuclease H1
HGNC:18518	RNASEH2A	O75792	O75792	ENST00000221486	"Nucleic acid-binding protein, Hydrolase"	CCDS12282.1	Ribonuclease H2 subunit A
HGNC:25671	RNASEH2B	Q5TBB1	Q5TBB1-1	ENST00000336617	Nucleic acid-binding protein	CCDS9425.1	Ribonuclease H2 subunit B
HGNC:24116	RNASEH2C	Q8TDP1	Q8TDP1	ENST00000308418	Nucleic acid-binding protein	CCDS8111.1	Ribonuclease H2 subunit C
HGNC:10050	RNASEL	Q05823	Q05823-1	ENST00000367559	Nucleic acid-binding protein	CCDS1347.1	2-5A-dependent ribonuclease
HGNC:21686	RNASET2	O00584	O00584-1	ENST00000508775	Nucleic acid-binding protein	CCDS5295.1	Ribonuclease T2
HGNC:21150	RNF125	Q96EQ8	Q96EQ8	ENST00000217740	"Transferase, Ligase"	CCDS11902.1	E3 ubiquitin-protein ligase RNF125
HGNC:16031	RNF31	Q96EP0	Q96EP0-1	ENST00000324103	Ligase	CCDS41931.1	E3 ubiquitin-protein ligase RNF31
HGNC:18666	RNPC3	Q96LT9	Q96LT9-1	ENST00000533099	Nucleic acid-binding protein	CCDS781.1	RNA-binding protein 40
HGNC:10250	ROBO2	Q9HCK4	Q9HCK4-1	ENST00000461745	Receptor	CCDS43109.1	Roundabout homolog 2
HGNC:10257	ROR2	Q01974	Q01974	ENST00000375708	"Receptor, Kinase, Transferase, Nucleic acid-binding protein"	CCDS6691.1	Tyrosine-protein kinase transmembrane receptor ROR2
HGNC:10261	ROS1	P08922	P08922	ENST00000368508	"Receptor, Kinase, Transferase"	CCDS5116.1	Proto-oncogene tyrosine-protein kinase ROS
HGNC:10274	RP2	O75695	O75695	ENST00000218340	"Kinase, Transferase"	CCDS14270.1	Protein XRP2
HGNC:10295	RPGR	Q92834	Q92834-1	ENST00000339363	Enzyme modulator	na	X-linked retinitis pigmentosa GTPase regulator
HGNC:13436	RPGRIP1	Q96KN7	Q96KN7-1	ENST00000400017	Enzyme modulator	CCDS45080.1	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1
HGNC:29168	RPGRIP1L	Q68CZ1	Q68CZ1-1	ENST00000379925	Enzyme modulator	CCDS32447.1	Protein fantom
HGNC:10298	RPL10	P27635	P27635	ENST00000424325	Nucleic acid-binding protein	CCDS14746.1	60S ribosomal protein L10
HGNC:10301	RPL11	P62913	P62913	ENST00000374550	Nucleic acid-binding protein	CCDS238.1	60S ribosomal protein L11
HGNC:10383	RPS10	P46783	P46783	ENST00000326199	Nucleic acid-binding protein	CCDS4792.1	40S ribosomal protein S10
HGNC:10389	RPS15A	P62244	P62244	ENST00000322989	Nucleic acid-binding protein	CCDS10571.1	40S ribosomal protein S15a
HGNC:10402	RPS19	P39019	P39019	ENST00000598742	Nucleic acid-binding protein	CCDS12588.1	40S ribosomal protein S19
HGNC:10410	RPS23	P62266	P62266	ENST00000296674	Nucleic acid-binding protein	CCDS47241.1	40S ribosomal protein S23
HGNC:10414	RPS26	P62854	P62854	ENST00000356464	Nucleic acid-binding protein	CCDS31832.1	40S ribosomal protein S26
HGNC:10419	RPS29	P62273	P62273-1	ENST00000396020	Nucleic acid-binding protein	CCDS9685.1	40S ribosomal protein S29
HGNC:10432	RPS6KA3	P51812	P51812	ENST00000379565	"Kinase, Transferase"	CCDS14197.1	Ribosomal protein S6 kinase alpha-3
HGNC:10440	RPS7	P62081	P62081	ENST00000304921	Nucleic acid-binding protein	CCDS1648.1	40S ribosomal protein S7
HGNC:6502	RPSA	P08865	P08865	ENST00000301821	"Receptor, Nucleic acid-binding protein"	CCDS2686.1	40S ribosomal protein SA
HGNC:19902	RRAGC	Q9HB90	Q9HB90	ENST00000373001	Enzyme modulator	CCDS430.1	Ras-related GTP-binding protein C
HGNC:10447	RRAS	P10301	P10301	ENST00000246792	Enzyme modulator	CCDS12774.1	Ras-related protein R-Ras
HGNC:17296	RRM2B	Q7LG56	Q7LG56-1	ENST00000251810	Oxidoreductase	CCDS34932.1	Ribonucleoside-diphosphate reductase subunit M2 B
HGNC:10457	RS1	O15537	O15537	ENST00000379984	"Receptor, Signaling molecule, Cell Adhesion molecule, Hydrolase"	CCDS14187.1	Retinoschisin
HGNC:18647	RTN4IP1	Q8WWV3	Q8WWV3-1	ENST00000369063	Extracellular matrix protein	CCDS5056.1	"Reticulon-4-interacting protein 1, mitochondrial"
HGNC:10478	RXRB	P28702	P28702-1	ENST00000374680	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS4768.1	Retinoic acid receptor RXR-beta
HGNC:10484	RYR2	Q92736	Q92736-1	ENST00000366574	"Receptor, Transporter"	CCDS55691.1	Ryanodine receptor 2
HGNC:10519	SACS	Q9NZJ4	Q9NZJ4-1	ENST00000382298	Chaperone	CCDS9300.2	Sacsin
HGNC:15925	SAMHD1	Q9Y3Z3	Q9Y3Z3-1	ENST00000262878	Hydrolase	CCDS13288.1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
HGNC:10537	SARS	P49591	P49591	ENST00000234677	"Nucleic acid-binding protein, Ligase"	CCDS795.1	"Serine--tRNA ligase, cytoplasmic"
HGNC:16860	SART3	Q15020	Q15020-1	ENST00000228284	Nucleic acid-binding protein	CCDS9117.1	Squamous cell carcinoma antigen recognized by T-cells 3
HGNC:21637	SATB2	Q9UPW6	Q9UPW6-1	ENST00000417098	"Transcription factor, Nucleic acid-binding protein"	CCDS2327.1	DNA-binding protein SATB2
HGNC:19440	SBDS	Q9Y3A5	Q9Y3A5	ENST00000246868	"Transcription factor, Nucleic acid-binding protein"	CCDS5537.1	Ribosome maturation protein SBDS
HGNC:1665	SCARB2	Q14108	Q14108-1	ENST00000264896	Receptor	CCDS3577.1	Lysosome membrane protein 2
HGNC:10588	SCN2A	Q99250	Q99250-1	ENST00000357398	Transporter	CCDS33314.1	Sodium channel protein type 2 subunit alpha
HGNC:10589	SCN2B	O60939	O60939	ENST00000278947	"Transporter, Cell Adhesion molecule"	CCDS8390.1	Sodium channel subunit beta-2
HGNC:20665	SCN3B	Q9NY72	Q9NY72	ENST00000392770	Transporter	CCDS8442.1	Sodium channel subunit beta-3
HGNC:10593	SCN5A	Q14524	Q14524-1	ENST00000333535	Transporter	CCDS46796.1	Sodium channel protein type 5 subunit alpha
HGNC:10603	SCO1	O75880	O75880	ENST00000255390	Oxidoreductase	CCDS11158.1	"Protein SCO1 homolog, mitochondrial"
HGNC:10604	SCO2	O43819	O43819	ENST00000543927	Oxidoreductase	CCDS14095.1	"Protein SCO2 homolog, mitochondrial"
HGNC:30377	SCRIB	Q14160	Q14160-1	"ENST00000320476,ENST00000356994,ENST00000377533ENST00000320476,ENST00000356994ENST00000320476"	"Signaling molecule, Cell Adhesion molecule, Cell Junction protein"	CCDS6411.1	Protein scribble homolog
HGNC:10701	SEC23A	Q15436	Q15436-1	ENST00000307712	Enzyme modulator	CCDS9668.1	Protein transport protein Sec23A
HGNC:10704	SEC24B	O95487	O95487-1	ENST00000265175	Membrane traffic protein	CCDS47124.1	Protein transport protein Sec24B
HGNC:10706	SEC24D	O94855	O94855-1	ENST00000280551	Membrane traffic protein	CCDS3710.1	Protein transport protein Sec24D
HGNC:10741	SEMA7A	O75326	O75326-1	ENST00000261918	Signaling molecule	CCDS10262.1	Semaphorin-7A
HGNC:30605	SEPSECS	Q9HD40	Q9HD40-1	ENST00000382103	"Nucleic acid-binding protein, Transferase"	CCDS3432.2	O-phosphoseryl-tRNA(Sec) selenium transferase
HGNC:8941	SERPINA1	P01009	P01009-1	ENST00000448921	Enzyme modulator	CCDS9925.1	Alpha-1-antitrypsin
HGNC:16	SERPINA3	P01011	P01011-1	ENST00000467132	Enzyme modulator	CCDS32150.1	Alpha-1-antichymotrypsin
HGNC:1540	SERPINA6	P08185	P08185	ENST00000341584	Enzyme modulator	CCDS9924.1	Corticosteroid-binding globulin
HGNC:11583	SERPINA7	P05543	P05543	ENST00000327674	Enzyme modulator	CCDS14518.1	Thyroxine-binding globulin
HGNC:775	SERPINC1	P01008	P01008	ENST00000367698	Enzyme modulator	CCDS1313.1	Antithrombin-III
HGNC:4838	SERPIND1	P05546	P05546	ENST00000215727	Enzyme modulator	CCDS13783.1	Heparin cofactor 2
HGNC:8824	SERPINF1	P36955	P36955	ENST00000254722	Enzyme modulator	CCDS11012.1	Pigment epithelium-derived factor
HGNC:1228	SERPING1	P05155	P05155-1	ENST00000278407	Enzyme modulator	CCDS7962.1	Plasma protease Calcium-binding protein inhibitor
HGNC:8943	SERPINI1	Q99574	Q99574	ENST00000295777	Enzyme modulator	CCDS3203.1	Neuroserpin
HGNC:18420	SETD2	Q9BYW2	Q9BYW2-1	ENST00000409792	"Transcription factor, Nucleic acid-binding protein, Transferase"	CCDS2749.2	Histone-lysine N-methyltransferase SETD2
HGNC:10768	SF3B1	O75533	O75533-1	ENST00000335508	Nucleic acid-binding protein	CCDS33356.1	Splicing factor 3B subunit 1
HGNC:10771	SF3B4	Q15427	Q15427	ENST00000271628	Nucleic acid-binding protein	CCDS72900.1	Splicing factor 3B subunit 4
HGNC:10802	SFTPC	P11686	P11686-1	ENST00000318561	Signaling molecule	CCDS43722.1	Pulmonary surfactant-associated protein C
HGNC:10817	SGPL1	O95470	O95470	ENST00000373202	Lyase	CCDS31216.1	Sphingosine-1-phosphate lyase 1
HGNC:10818	SGSH	P51688	P51688	ENST00000326317	Hydrolase	CCDS11770.1	N-sulphoglucosamine sulphohydrolase
HGNC:10820	SH2D1A	O60880	O60880-1	ENST00000371139	"Receptor, Defense/Immunity protein"	CCDS14608.1	SH2 domain-containing protein 1A
HGNC:10825	SH3BP2	P78314	P78314-1	"ENST00000356331,ENST00000435136,ENST00000452765,ENST00000511747"	"Receptor, Signaling molecule"	CCDS33944.1	SH3 domain-binding protein 2
HGNC:10839	SHBG	P04278	P04278-1	ENST00000380450	"Signaling molecule, Transfer/Carrier protein"	CCDS11117.1	Sex hormone-binding globulin
HGNC:10848	SHH	Q15465	Q15465	ENST00000297261	"Protease, Hydrolase, Cell Junction protein"	CCDS5942.1	Sonic hedgehog protein
HGNC:10856	SI	P14410	P14410	ENST00000264382	Hydrolase	CCDS3196.1	"Sucrase-isomaltase, intestinal"
HGNC:8157	SIGMAR1	Q99720	Q99720-1	ENST00000277010	Receptor	CCDS6562.1	Sigma non-opioid intracellular receptor 1
HGNC:10887	SIX1	Q15475	Q15475	ENST00000247182	Transcription factor	CCDS9748.1	Homeobox protein SIX1
HGNC:10896	SKI	P12755	P12755	ENST00000378536	"Transcription factor, Nucleic acid-binding protein"	CCDS39.1	Ski oncogene
HGNC:10941	SLC1A3	P43003	P43003-1	ENST00000265113	Transporter	CCDS3919.1	Excitatory amino acid transporter 1
HGNC:10983	SLC25A13	Q9UJS0	Q9UJS0-1	ENST00000265631	Transporter	CCDS5645.1	Calcium-binding mitochondrial carrier protein Aralar2
HGNC:11005	SLC2A1	P11166	P11166	ENST00000426263	Transporter	CCDS477.1	"Solute carrier family 2, facilitated glucose transporter member 1"
HGNC:11027	SLC4A1	P02730	P02730-1	ENST00000262418	Transporter	CCDS11481.1	Band 3 anion transport protein
HGNC:11075	SLC9A3R1	O14745	O14745-1	ENST00000262613	Transporter	CCDS11705.1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1
HGNC:10955	SLCO2A1	Q92959	Q92959	ENST00000310926	"Enzyme modulator, Transporter"	CCDS3084.1	Solute carrier organic anion transporter family member 2A1
HGNC:11086	SLIT2	O94813	O94813-1	ENST00000504154	"Signaling molecule, Enzyme modulator, Calcium-binding protein"	CCDS3426.1	Slit homolog 2 protein
HGNC:20297	SLITRK1	Q96PX8	Q96PX8	ENST00000377084	Receptor	CCDS9464.1	SLIT and NTRK-like protein 1
HGNC:18746	SLURP1	P55000	P55000	ENST00000246515	Signaling molecule	CCDS6387.1	Secreted Ly-6/uPAR-related protein 1
HGNC:23845	SLX4	Q8IY92	Q8IY92-1	ENST00000294008	"Nucleic acid-binding protein, Hydrolase"	CCDS10506.2	Structure-specific endonuclease subunit SLX4
HGNC:6768	SMAD2	Q15796	Q15796-1	ENST00000402690	Transcription factor	CCDS11934.1	Mothers against decapentaplegic homolog 2
HGNC:6769	SMAD3	P84022	P84022-1	ENST00000327367	Transcription factor	CCDS10222.1	Mothers against decapentaplegic homolog 3
HGNC:6770	SMAD4	Q13485	Q13485	ENST00000342988	Transcription factor	CCDS11950.1	Mothers against decapentaplegic homolog 4
HGNC:11098	SMARCA2	P51531	P51531-1	ENST00000382203	Nucleic acid-binding protein	CCDS34977.1	Probable global transcription activator SNF2L2
HGNC:11102	SMARCAL1	Q9NZC9	Q9NZC9	ENST00000357276	"Nucleic acid-binding protein, Hydrolase"	CCDS2403.1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
HGNC:11103	SMARCB1	Q12824	Q12824-1	ENST00000263121	Nucleic acid-binding protein	CCDS13817.1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
HGNC:11119	SMO	Q99835	Q99835	ENST00000249373	"Receptor, Signaling molecule, Enzyme modulator"	CCDS5811.1	Smoothened homolog
HGNC:11123	SMS	P52788	P52788-1	ENST00000404933	Transferase	CCDS14203.1	Spermine synthase
HGNC:16809	SMURF2	Q9HAU4	Q9HAU4	ENST00000262435	Ligase	CCDS32707.1	E3 ubiquitin-protein ligase SMURF2
HGNC:11132	SNAP25	P60880	P60880	ENST00000254976	Membrane traffic protein	CCDS13110.1	Synaptosomal-associated protein 25
HGNC:11133	SNAP29	O95721	O95721	ENST00000215730	Membrane traffic protein	CCDS13784.1	Synaptosomal-associated protein 29
HGNC:11138	SNCA	P37840	P37840-1	ENST00000394986	"Membrane traffic protein, Chaperone"	CCDS3634.1	Alpha-synuclein
HGNC:30859	SNRNP200	O75643	O75643-1	ENST00000323853	"Nucleic acid-binding protein, Hydrolase"	CCDS2020.1	U5 small nuclear ribonucleoprotein 200 kDa helicase
HGNC:11161	SNRPE	P62304	P62304	ENST00000414487	Nucleic acid-binding protein	CCDS30979.1	Small nuclear ribonucleoprotein E
HGNC:14974	SNX10	Q9Y5X0	Q9Y5X0-1	ENST00000338523	Membrane traffic protein	CCDS5399.1	Sorting nexin-10
HGNC:11179	SOD1	P00441	P00441	ENST00000270142	Oxidoreductase	CCDS33536.1	Superoxide dismutase [Cu-Zn]
HGNC:11185	SORL1	Q92673	Q92673	ENST00000260197	"Receptor, Transporter"	CCDS8436.1	Sortilin-related receptor
HGNC:11186	SORT1	Q99523	Q99523-1	ENST00000256637	"Receptor, Transporter"	CCDS798.1	Sortilin
HGNC:11187	SOS1	Q07889	Q07889-1	ENST00000426016	Enzyme modulator	CCDS1802.1	Son of sevenless homolog 1
HGNC:13771	SOST	Q9BQB4	Q9BQB4-1	ENST00000301691	"Transcription factor, Nucleic acid-binding protein"	CCDS11468.1	Sclerostin
HGNC:11195	SOX2	P48431	P48431	ENST00000325404	Transcription factor	CCDS3239.1	Transcription factor SOX-2
HGNC:11204	SOX9	P48436	P48436	ENST00000245479	Transcription factor	CCDS11689.1	Transcription factor SOX-9
HGNC:11219	SPARC	P09486	P09486	ENST00000231061	"Signaling molecule, Cell Adhesion molecule, Extracellular matrix protein"	CCDS4318.1	SPARC
HGNC:11233	SPAST	Q9UBP0	Q9UBP0-1	ENST00000315285	Cytoskeletal protein	CCDS1778.1	Spastin
HGNC:11237	SPG7	Q9UQ90	Q9UQ90-1	ENST00000268704	"Protease, Hydrolase"	CCDS10977.1	Paraplegin
HGNC:11244	SPINK1	P00995	P00995	ENST00000296695	Enzyme modulator	CCDS4286.1	Serine protease inhibitor Kazal-type 1
HGNC:15464	SPINK5	Q9NQ38	Q9NQ38-1	ENST00000256084	Enzyme modulator	CCDS43382.1	Serine protease inhibitor Kazal-type 5
